State,Year,Real_GDP
California,2018,2850970.3
Colorado,2018,365204.5
Connecticut,2018,274582.8
Delaware,2018,70856.4
Florida,2018,1050433.8
Georgia,2018,600934.7
Hawaii,2018,88836.4
Idaho,2018,77652.1
Illinois,2018,851517.2
Indiana,2018,368762.9
Iowa,2018,189245.1
Kansas,2018,169796.9
Kentucky,2018,205940.1
Louisiana,2018,245220.3
Maine,2018,64806.3
Maryland,2018,402480.9
Massachusetts,2018,549262.1
Michigan,2018,516843
Minnesota,2018,364799.7
Mississippi,2018,110174.8
Missouri,2018,314182.4
Montana,2018,49455
Nebraska,2018,125543.4
Nevada,2018,168638.5
New Hampshire,2018,82269.5
New Jersey,2018,606892.2
New Mexico,2018,96077
New York,2018,1665186.8
North Carolina,2018,556573.7
North Dakota,2018,58516.4
Ohio,2018,656212
Oklahoma,2018,196030.5
Oregon,2018,234308.3
Pennsylvania,2018,763855.4
Rhode Island,2018,58740.1
South Carolina,2018,231663.3
South Dakota,2018,51937.8
Tennessee,2018,362363.7
Texas,2018,1746543.3
Utah,2018,182106
Vermont,2018,32827.8
Virginia,2018,527767.5
Washington,2018,561785.7
West Virginia,2018,77406.5
Wisconsin,2018,328832.4
Wyoming,2018,37977.2
Alabama,2019,225272.8
Alaska,2019,52377.5
Arizona,2019,359576.7
Arkansas,2019,127220
California,2019,2969609
Colorado,2019,383725.6
Connecticut,2019,275225.4
Delaware,2019,74627.8
Florida,2019,1084913.9
Georgia,2019,620744.9
Hawaii,2019,88855.2
Idaho,2019,81144.3
Illinois,2019,858018.3
Indiana,2019,370507.2
Iowa,2019,188471.4
Kansas,2019,169562.3
Kentucky,2019,211783.1
Louisiana,2019,246674.4
Maine,2019,66758.4
Maryland,2019,402506.2
Massachusetts,2019,566326.8
Michigan,2019,521085.1
Minnesota,2019,369617.4
Mississippi,2019,111207.8
Missouri,2019,321329.1
Montana,2019,50263.5
Nebraska,2019,127568.9
Nevada,2019,176029.7
New Hampshire,2019,84438.2
New Jersey,2019,618691
New Mexico,2019,100342.2
New York,2019,1704364.3
North Carolina,2019,567975
North Dakota,2019,59408.5
Ohio,2019,674063.9
Oklahoma,2019,200072.2
Oregon,2019,239794.8
Pennsylvania,2019,771852.5
Rhode Island,2019,60157.6
South Carolina,2019,239021.3
South Dakota,2019,52510.2
Tennessee,2019,370197.4
Texas,2019,1806736.1
Utah,2019,192760.6
Vermont,2019,33339.4
Virginia,2019,541028
Washington,2019,588794.4
West Virginia,2019,77162.2
Wisconsin,2019,333256.8
Wyoming,2019,38577.1
Alabama,2020,222288.8
Alaska,2020,50332.8
Arizona,2020,365027.7
Arkansas,2020,128340.9
California,2020,2933320.2
Colorado,2020,380188.8
Connecticut,2020,260765.2
Delaware,2020,72506.8
Florida,2020,1069758.8
Georgia,2020,604745.9
Hawaii,2020,79840.1
Idaho,2020,82717.4
Illinois,2020,810200.9
Indiana,2020,359787.3
Iowa,2020,186328.2
Kansas,2020,168056.8
Kentucky,2020,206049.6
Louisiana,2020,228951.3
Maine,2020,67410.9
Maryland,2020,388782.8
Massachusetts,2020,559765
Michigan,2020,501893.8
Minnesota,2020,357475.6
Mississippi,2020,110322.8
Missouri,2020,315332.6
Montana,2020,49981.4
Nebraska,2020,126734.9
Nevada,2020,166077
New Hampshire,2020,83152.6
New Jersey,2020,597221.4
New Mexico,2020,97622.4
New York,2020,1656784.8
North Carolina,2020,564504.4
North Dakota,2020,55850.6
Ohio,2020,655243.3
Oklahoma,2020,191560.9
Oregon,2020,237424.2
Pennsylvania,2020,736381.3
Rhode Island,2020,58231.7
South Carolina,2020,233650.1
South Dakota,2020,52770.7
Tennessee,2020,367863.6
Texas,2020,1773657.1
Utah,2020,194750.2
Vermont,2020,32252.7
Virginia,2020,534532.3
Washington,2020,589156.8
West Virginia,2020,74553.8
Wisconsin,2020,322470.6
Wyoming,2020,36198.2
Alabama,2021,233726.6
Alaska,2021,51454.1
Arizona,2021,395035.9
Arkansas,2021,137463.6
California,2021,3154188.6
Colorado,2021,406451.9
Connecticut,2021,269838.7
Delaware,2021,74657.1
Florida,2021,1170526.3
Georgia,2021,643013.8
Hawaii,2021,84408.5
Idaho,2021,88969.6
Illinois,2021,855888.1
Indiana,2021,387122
Iowa,2021,201147.1
Kansas,2021,172782.4
Kentucky,2021,215133.2
Louisiana,2021,237839.2
Maine,2021,71142.4
Maryland,2021,406953.1
Massachusetts,2021,595911.8
Michigan,2021,530380.9
Minnesota,2021,377947
Mississippi,2021,115675.1
Missouri,2021,331580.9
Montana,2021,53303.7
Nebraska,2021,134939.9
Nevada,2021,182474.1
New Hampshire,2021,89949.3
New Jersey,2021,632463.3
New Mexico,2021,100917.6
New York,2021,1736222.3
North Carolina,2021,600217.3
North Dakota,2021,56419.2
Ohio,2021,690478.9
Oklahoma,2021,194132.8
Oregon,2021,250325.8
Pennsylvania,2021,765508.8
Rhode Island,2021,60803
South Carolina,2021,245752.1
South Dakota,2021,55515.9
Tennessee,2021,400243.6
Texas,2021,1879101.3
Utah,2021,210446.9
Vermont,2021,33721.9
Virginia,2021,565470.6
Washington,2021,630051.5
West Virginia,2021,75765.1
Wisconsin,2021,334514
Wyoming,2021,37131.8
Alabama,2022,238556.5
Alaska,2022,50767.1
Arizona,2022,410228.4
Arkansas,2022,139560.7
California,2022,3184007.8
Colorado,2022,418818.8
Connecticut,2022,278975.9
Delaware,2022,77149.2
Florida,2022,1239883.6
Georgia,2022,665678.1
Hawaii,2022,86887.8
Idaho,2022,92903.7
Illinois,2022,876536
Indiana,2022,399280.8
Iowa,2022,201580.4
Kansas,2022,177470.1
Kentucky,2022,219755.6
Louisiana,2022,236854.1
Maine,2022,73036.2
Maryland,2022,416406.2
Massachusetts,2022,608052.9
Michigan,2022,543720.9
Minnesota,2022,384727.7
Mississippi,2022,116557.1
Missouri,2022,339652.4
Montana,2022,55193.9
Nebraska,2022,139440.9
Nevada,2022,190463.3
New Hampshire,2022,91416.1
New Jersey,2022,650235.8
New Mexico,2022,103301.6
New York,2022,1765102.1
North Carolina,2022,619537.2
North Dakota,2022,55988
Ohio,2022,695257.9
Oklahoma,2022,193940.5
Oregon,2022,256062.7
Pennsylvania,2022,779360.6
Rhode Island,2022,62279.4
South Carolina,2022,254504.5
South Dakota,2022,55259.8
Tennessee,2022,414470.8
Texas,2022,1952708.6
Utah,2022,217442.5
Vermont,2022,34752.6
Virginia,2022,580475.2
Washington,2022,644075.1
West Virginia,2022,77188
Wisconsin,2022,339747.9
Wyoming,2022,37827.2
Alabama,2023,245354.7
Alaska,2023,54059.7
Arizona,2023,422399.6
Arkansas,2023,142860.6
California,2023,3248656.6
Colorado,2023,437056
Connecticut,2023,286628.4
Delaware,2023,78014.4
Florida,2023,1292787.6
Georgia,2023,678201.2
Hawaii,2023,88614.3
Idaho,2023,95897.9
Illinois,2023,885651.3
Indiana,2023,404290.3
Iowa,2023,202051.4
Kansas,2023,183795.6
Kentucky,2023,224418
Louisiana,2023,248615.5
Maine,2023,75195.4
Maryland,2023,422866.3
Massachusetts,2023,615504.5
Michigan,2023,554256.2
Minnesota,2023,390907.9
Mississippi,2023,119548.4
Missouri,2023,348487.4
Montana,2023,57373.3
Nebraska,2023,145019.6
Nevada,2023,195405.6
New Hampshire,2023,93466.7
New Jersey,2023,663888.5
New Mexico,2023,110323.7
New York,2023,1791210.7
North Carolina,2023,638067.3
North Dakota,2023,60348.6
Ohio,2023,709816.6
Oklahoma,2023,207923.3
Oregon,2023,261951.5
Pennsylvania,2023,799228.8
Rhode Island,2023,63277
South Carolina,2023,262298.5
South Dakota,2023,57275.1
Tennessee,2023,422087.7
Texas,2023,2097090.4
Utah,2023,225459.4
Vermont,2023,35236.6
Virginia,2023,597597.1
Washington,2023,677238
West Virginia,2023,80798.2
Wisconsin,2023,344570.8
Wyoming,2023,40210.8
